0,republican,-1,1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1
1,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0
2,democrat,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1
3,democrat,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1
4,democrat,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1
5,democrat,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1
6,democrat,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1
7,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1
8,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1
9,democrat,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0
10,republican,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1
11,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0
12,democrat,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0
13,democrat,1,1,1,-1,-1,1,1,1,0,1,1,0,-1,-1,1,0
14,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,0,-1,0
15,republican,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,-1,0
16,democrat,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1
17,democrat,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1
18,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1
19,democrat,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1
20,democrat,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1
21,democrat,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1
22,democrat,1,0,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1
23,democrat,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1
24,democrat,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0
25,democrat,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1
26,democrat,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1
27,democrat,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1
28,republican,1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1
29,democrat,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1
30,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1
31,democrat,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0
32,democrat,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1
33,republican,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1
